IO Type,Blocksize,Number of Jobs,IO Depth,Data size,Duration,IO Engine,Read Bandwidth (KB/s),Read IOPS,Read Latency Min (ms),Read Latency Max (ms),Read Latency Avg (ms),Read Latency Dev (ms),Write Bandwidth (KB/s),Write IOPS,Write Latency Min (ms),Write Latency Max (ms),Write Latency Avg (ms),Write Latency Dev (ms),CPU Usage: User,CPU Usage: System
read,16k,40,16,2G,300,libaio,41855,2615,201,20656,6115.599366,1736.632562,0,0,0,0,0.000000,0.000000,1.461324%,9.024940%
read,16k,40,32,2G,300,libaio,42453,2653,234,37355,12059.021187,2564.883533,0,0,0,0,0.000000,0.000000,3.314289%,20.929721%
read,16k,40,64,2G,300,libaio,61333,3833,459,91615,16689.992004,11567.482530,0,0,0,0,0.000000,0.000000,2.243303%,14.562806%
read,16k,40,128,2G,300,libaio,54614,3413,2056,135168,37476.582192,13746.266381,0,0,0,0,0.000000,0.000000,3.757592%,23.601528%
read,1M,40,1,2G,300,libaio,79143,77,1421,14361,12935.812912,335.539839,0,0,0,0,0.000000,0.000000,0.033666%,0.564657%
read,1M,40,2,2G,300,libaio,70515,68,1714,30037,29036.665198,403.280733,0,0,0,0,0.000000,0.000000,0.032332%,0.476978%
read,1M,40,4,2G,300,libaio,70513,68,13236,72566,58072.811762,905.992344,0,0,0,0,0.000000,0.000000,0.036664%,0.663278%
read,1M,40,8,2G,300,libaio,70574,68,2316,217762,116040.847824,4311.266670,0,0,0,0,0.000000,0.000000,0.031661%,0.724529%
read,1M,40,16,2G,300,libaio,70632,68,4323,450594,231825.219437,18750.373870,0,0,0,0,0.000000,0.000000,0.030319%,0.786630%
read,1M,40,32,2G,300,libaio,70434,68,209431,639408,461754.131132,22061.052809,0,0,0,0,0.000000,0.000000,0.013323%,0.701798%
read,1M,40,64,2G,300,libaio,70599,68,214558,1151279,916492.532248,72723.295151,0,0,0,0,0.000000,0.000000,0.008327%,0.735451%
read,1M,40,128,2G,300,libaio,70538,68,231840,2069944,1808865.987138,227420.597689,0,0,0,0,0.000000,0.000000,0.010992%,0.727787%
write,512,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,4227,8455,14,1819192,117.379259,2037.363725,2.325651%,7.862614%
write,512,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,4115,8231,19,574384,242.341516,1858.879048,2.102235%,8.675928%
write,512,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,3805,7611,26,1526971,525.023272,3069.473010,2.119667%,8.813000%
write,512,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,3924,7849,57,1996616,1018.767524,4408.952975,2.113000%,9.547000%
write,512,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,3962,7924,120,3295470,2018.506661,9608.109362,2.150667%,10.215000%
write,512,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,3869,7739,257,474148,4134.311266,2289.593778,2.205985%,11.191925%
write,512,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,3780,7560,455,613914,8464.147523,6835.134018,3.879295%,19.094476%
write,512,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,3774,7549,3967,1624582,16954.706959,14853.064606,4.009627%,19.120809%
write,1k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,8419,8419,13,2054118,117.884566,2411.973286,2.271659%,7.426309%
write,1k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,8199,8199,17,1919335,243.255567,2426.457913,2.200326%,8.404639%
write,1k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,7586,7586,32,638449,526.709057,2527.403312,2.095667%,8.817667%
write,1k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,7828,7828,53,56751,1021.476175,2063.983859,2.131000%,9.455333%
write,1k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,7993,7993,105,1166349,2001.057090,3794.890657,2.081667%,10.287333%
write,1k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,7866,7866,230,2937817,4067.182406,11979.694349,2.320318%,11.343924%
write,1k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,7309,7309,357,1800212,8755.567411,12819.720504,3.612964%,17.150162%
write,1k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,7078,7078,2904,2587829,18034.880112,38217.351651,3.636297%,17.006163%
write,4k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,33133,8283,14,72281,119.818008,1180.166728,2.208319%,7.123619%
write,4k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,34007,8501,17,1301242,234.556968,2242.204686,2.282977%,8.513582%
write,4k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,30825,7706,28,330940,518.509904,2320.197040,2.108319%,8.574276%
write,4k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,30863,7715,53,54553,1036.355652,2640.474087,2.080979%,9.153575%
write,4k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,31481,7870,73,283615,2032.488521,2785.596041,2.216978%,9.395239%
write,4k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,34867,8716,221,1535450,3670.654340,5882.994767,2.212985%,9.998267%
write,4k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,27767,6941,259,2524524,9218.004174,15993.124637,2.269606%,9.759406%
write,4k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,27569,6892,682,1220240,18567.704519,12211.401827,2.702937%,10.168429%
write,8k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,61670,7708,17,69170,128.813530,1231.089822,2.131986%,6.851954%
write,8k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,69673,8709,18,2263302,228.965332,4124.268165,1.828661%,6.742978%
write,8k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,71448,8931,29,3514578,447.295847,6218.640478,1.654333%,6.324000%
write,8k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,52822,6602,68,3247272,1211.026257,9779.579886,1.262996%,4.895984%
write,8k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,54230,6778,120,4443674,2359.717914,13975.350007,1.401667%,5.325333%
write,8k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,57129,7141,260,2180320,4480.572263,10823.178256,1.545318%,5.973607%
write,8k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,52913,6614,267,604892,9674.657939,9064.062660,1.593979%,5.649925%
write,8k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,52079,6509,405,2532299,19657.637320,24360.016267,1.809327%,5.744314%
write,16k,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,53314,3332,36,2792758,299.166417,3446.151242,1.637328%,6.106980%
write,16k,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,48338,3021,30,1551738,661.257301,3331.623452,1.946994%,7.986973%
write,16k,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,48187,3011,43,1565752,1327.561030,3911.791086,2.026313%,9.303907%
write,16k,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,46404,2900,80,36137,2757.794481,2286.972908,2.207326%,9.832967%
write,16k,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,48333,3020,179,39042,5295.978166,2255.305867,2.511992%,11.315629%
write,16k,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,43336,2708,358,1982117,11812.888542,12769.968559,5.769276%,19.922467%
write,16k,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,45988,2874,382,149040,22233.088600,16044.316923,5.814512%,21.388763%
write,16k,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,43300,2706,2940,153410,47276.093175,17435.421858,6.300979%,20.085933%
write,1M,40,1,2G,300,libaio,0,0,0,0,0.000000,0.000000,79570,77,2261,29272,12865.755233,1986.372044,0.426330%,0.497330%
write,1M,40,2,2G,300,libaio,0,0,0,0,0.000000,0.000000,69507,67,7991,56579,29454.847820,1959.223496,0.421324%,0.440990%
write,1M,40,4,2G,300,libaio,0,0,0,0,0.000000,0.000000,69598,67,8342,108668,58835.251569,2376.677539,0.402964%,0.646942%
write,1M,40,8,2G,300,libaio,0,0,0,0,0.000000,0.000000,70295,68,19448,229459,116490.911059,30094.451755,0.394597%,0.616558%
write,1M,40,16,2G,300,libaio,0,0,0,0,0.000000,0.000000,70825,69,68046,562140,231226.651344,67540.623894,0.360591%,0.610872%
write,1M,40,32,2G,300,libaio,0,0,0,0,0.000000,0.000000,70733,69,149839,1568919,458800.924205,230250.275661,0.366591%,0.634869%
write,1M,40,64,2G,300,libaio,0,0,0,0,0.000000,0.000000,70085,68,159649,2487998,923765.990457,342556.558594,0.390236%,0.614513%
write,1M,40,128,2G,300,libaio,0,0,0,0,0.000000,0.000000,70624,68,81696,4068708,1795999.521697,480250.303275,0.382944%,0.635573%
randread,512,40,1,2G,300,libaio,4175,8351,14,305047,118.856237,1219.777892,0,0,0,0,0.000000,0.000000,2.197000%,7.397333%
randread,512,40,2,2G,300,libaio,4144,8288,18,1470590,240.597740,2266.679052,0,0,0,0,0.000000,0.000000,2.281659%,8.332306%
randread,512,40,4,2G,300,libaio,3854,7708,25,522822,518.332769,2295.739128,0,0,0,0,0.000000,0.000000,2.141319%,8.757608%
randread,512,40,8,2G,300,libaio,3847,7694,61,2027969,1039.215969,4311.097678,0,0,0,0,0.000000,0.000000,2.119667%,9.549000%
randread,512,40,16,2G,300,libaio,3939,7878,121,1302840,2030.414125,3947.505476,0,0,0,0,0.000000,0.000000,2.190333%,9.759000%
randread,512,40,32,2G,300,libaio,4111,8222,239,507072,3891.176868,3113.126426,0,0,0,0,0.000000,0.000000,2.308000%,11.037667%
randread,512,40,64,2G,300,libaio,3791,7582,298,305852,8439.704527,5586.985509,0,0,0,0,0.000000,0.000000,3.316645%,15.659229%
randread,512,40,128,2G,300,libaio,3640,7280,714,86388,17581.089004,6551.209966,0,0,0,0,0.000000,0.000000,3.246290%,14.959801%
randread,1k,40,1,2G,300,libaio,8191,8191,15,62977,121.114606,1186.380930,0,0,0,0,0.000000,0.000000,2.219333%,7.284333%
randread,1k,40,2,2G,300,libaio,8270,8270,20,1501429,241.125431,2471.807282,0,0,0,0,0.000000,0.000000,2.248667%,8.230333%
randread,1k,40,4,2G,300,libaio,7700,7700,32,194376,518.864874,2205.257429,0,0,0,0,0.000000,0.000000,2.199993%,8.721304%
randread,1k,40,8,2G,300,libaio,7684,7684,61,785554,1040.545785,2869.400154,0,0,0,0,0.000000,0.000000,2.080667%,9.014000%
randread,1k,40,16,2G,300,libaio,7915,7915,79,1183270,2020.827475,4629.738453,0,0,0,0,0.000000,0.000000,2.149645%,9.863901%
randread,1k,40,32,2G,300,libaio,8273,8273,243,3320239,3867.357583,12595.036462,0,0,0,0,0.000000,0.000000,2.149993%,10.662298%
randread,1k,40,64,2G,300,libaio,6977,6977,265,3330314,9171.077103,22773.045412,0,0,0,0,0.000000,0.000000,2.309644%,10.722893%
randread,1k,40,128,2G,300,libaio,13356,13356,673,62159,9583.025693,9754.289634,0,0,0,0,0.000000,0.000000,3.063959%,14.217477%
randread,4k,40,1,2G,300,libaio,30544,7636,17,78273,130.007675,1230.873430,0,0,0,0,0.000000,0.000000,2.144986%,7.101286%
randread,4k,40,2,2G,300,libaio,34119,8529,20,2883226,233.725143,3305.931754,0,0,0,0,0.000000,0.000000,2.296992%,7.791641%
randread,4k,40,4,2G,300,libaio,31789,7947,34,737824,502.725186,2436.072398,0,0,0,0,0.000000,0.000000,2.081319%,8.397944%
randread,4k,40,8,2G,300,libaio,32751,8187,52,2863300,976.531646,5721.885442,0,0,0,0,0.000000,0.000000,2.070660%,8.812637%
randread,4k,40,16,2G,300,libaio,31869,7967,100,49303,2006.723224,3032.863381,0,0,0,0,0.000000,0.000000,1.917981%,8.712913%
randread,4k,40,32,2G,300,libaio,31521,7880,225,38327,4060.052443,3522.101080,0,0,0,0,0.000000,0.000000,1.799661%,8.755971%
randread,4k,40,64,2G,300,libaio,28224,7056,282,2379849,9068.697798,13423.796073,0,0,0,0,0.000000,0.000000,1.412986%,5.983274%
randread,4k,40,128,2G,300,libaio,27402,6850,1521,4929165,18682.358437,46990.518429,0,0,0,0,0.000000,0.000000,1.513323%,6.328958%
randread,8k,40,1,2G,300,libaio,54750,6843,21,80387,145.161325,1309.642026,0,0,0,0,0.000000,0.000000,1.965327%,6.520312%
randread,8k,40,2,2G,300,libaio,60711,7588,23,3523072,262.795346,6562.147789,0,0,0,0,0.000000,0.000000,1.799667%,6.214000%
randread,8k,40,4,2G,300,libaio,65116,8139,31,147717,490.865417,2311.486763,0,0,0,0,0.000000,0.000000,1.509000%,5.984667%
randread,8k,40,8,2G,300,libaio,46232,5779,47,92577,1383.700694,3543.093600,0,0,0,0,0.000000,0.000000,1.168663%,4.532652%
randread,8k,40,16,2G,300,libaio,47133,5891,114,46184,2715.052164,4255.234869,0,0,0,0,0.000000,0.000000,1.131330%,4.599318%
randread,8k,40,32,2G,300,libaio,49726,6215,377,39756,5147.453692,3707.946970,0,0,0,0,0.000000,0.000000,1.169326%,4.770635%
randread,8k,40,64,2G,300,libaio,44038,5504,468,51667,11623.345884,2240.680693,0,0,0,0,0.000000,0.000000,0.929985%,3.951934%
randread,8k,40,128,2G,300,libaio,44437,5554,2636,53970,23037.607642,2777.476460,0,0,0,0,0.000000,0.000000,0.977317%,4.084265%
randread,16k,40,1,2G,300,libaio,54359,3397,38,37898,293.385376,1828.512694,0,0,0,0,0.000000,0.000000,1.795988%,6.643956%
randread,16k,40,2,2G,300,libaio,47808,2988,40,30773,668.571867,2099.618239,0,0,0,0,0.000000,0.000000,1.825988%,8.291278%
randread,16k,40,4,2G,300,libaio,46559,2909,58,18033,1373.975672,2301.224611,0,0,0,0,0.000000,0.000000,1.709333%,8.803667%
randread,16k,40,8,2G,300,libaio,42425,2651,123,15299,3016.464072,2388.071643,0,0,0,0,0.000000,0.000000,1.770000%,9.055333%
randread,16k,40,16,2G,300,libaio,41921,2620,209,18695,6106.062461,1824.729425,0,0,0,0,0.000000,0.000000,1.657333%,9.415667%
randread,16k,40,32,2G,300,libaio,0,0,70,70,70.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000%,0.000000%
randread,16k,40,64,2G,300,libaio,43875,2742,568,106725,23329.552655,15687.230256,0,0,0,0,0.000000,0.000000,3.506930%,23.546529%
randread,16k,40,128,2G,300,libaio,46556,2909,3888,124396,43963.630464,15644.445556,0,0,0,0,0.000000,0.000000,3.811257%,22.540883%
randread,1M,40,1,2G,300,libaio,79146,77,2590,14951,12934.872132,312.483450,0,0,0,0,0.000000,0.000000,0.041333%,0.557324%
