IO Type,Blocksize,Number of Jobs,IO Depth,Data size,Duration,IO Engine,Read IOPS,Write IOPS
read,1k,40,1,2G,10,libaio,167021,0
read,1k,40,2,2G,10,libaio,85195,0
read,1k,40,4,2G,10,libaio,80502,0
read,4k,40,1,2G,10,libaio,25972,0
